query,ground_truth,object_id,num_axioms,axioms
Расскажите всё о I94 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of I94 based on Provided Axioms

Here's a detailed description of object `i94` and its relationships, based on the provided Attempto Controlled English axioms:

**1. Object Type/Class:**

`i94` is an **axis2_placement_3d**. It is also a **representation_item**.

**2. Properties and Values:**

*   **Name:** `i94` has a name, which is `i94_name`. `i94_name` is a label.
*   **Location:** `i94` has a location, which is `i95`.
*   **Axis:** `i94` has an axis, which is `i98`.
*   **Reference Direction:** `i94` has a reference direction, which is `i97`.
*   **Content:** `i94` is part of the content of `i66_items`, which is a set of representation items.
*   **Transform Item 1:** `i94` is transform item 1 in `i92` (an item defined transformation).

**3. Relationships with Other Objects:**

*   **i94 and i95:** `i94` *has location* `i95`. This suggests `i95` defines where `i94` is positioned.
*   **i94 and i98:** `i94` *has axis* `i98`. This indicates `i98` defines the axis associated with the 3D placement `i94`.
*   **i94 and i97:** `i94` *has reference direction* `i97`. This means `i97` specifies the reference direction for the 3D placement.
*   **i94 and i94_name:** `i94` *has name* `i94_name`.  `i94_name` serves as a label for identifying `i94`.
*   **i94 and i66_items:** `i94` is *content of* `i66_items`. This places `i94` within a larger set of representation items.
*   **i94 and i92:** `i94` is *transform item 1* of `i92`. This suggests `i94` is involved in a transformation defined by `i92`.



In summary, `i94` represents a 3D placement within a representation, defined by its location, axis, reference direction, and name, and participates in a defined transformation. It is a component within a larger set of representation items.",I94,8,"i94_name is a label.
i94 placement_has_location i95.
i94 axis2_placement_3d_has_axis i98.
i94 is an axis2_placement_3d.
i66_items set_of_representation_item_has_content i94.
i94 axis2_placement_3d_has_ref_direction i97.
i94 representation_item_has_name i94_name.
i92 item_defined_transformation_has_transform_item_1 i94."
Расскажите всё о I95 и его отношениях в Attempto Controlled English.,"## Description of I95

I95 is a **cartesian_point**. It represents a point in a Cartesian coordinate system.

## Properties of I95

*   **Has Coordinates:** I95 has coordinates represented by the `i95_coordinates_1` list of length measures.
*   **Has Name:** I95 is associated with the label `i95_name`.
*   **Is Location of:** I95 serves as the location for a `placement` (specifically, `i94` has I95 as its location).

## Relationships with Other Objects

I95 is related to several other objects through lists of length measures representing its coordinates:

*   **i95\_coordinates\_1:** This is a `list_of_length_measure` that represents the coordinates of I95. It contains the following:
    *   **Content:** `i95_coordinates_1_value` (a `length_measure`).
    *   **Next:** `i95_coordinates_2`.
*   **i95\_coordinates\_2:** This is a `list_of_length_measure` that is part of the coordinate sequence. It contains:
    *   **Content:** `i95_coordinates_2_value` (a `length_measure`).
    *   **Next:** `i95_coordinates_3`.
*   **i95\_coordinates\_3:** This is a `list_of_length_measure` and the last element in the coordinate sequence. It contains:
    *   **Content:** `i95_coordinates_3_value` (a `length_measure`).
    *   **Next:** `i95_coordinates_last`.
*   **i95\_coordinates\_last:** This is an `emptylist_of_length_measure`, signifying the end of the coordinate list.
*   **i94:** This is a `placement` that *has* I95 as its location.
*   **i95\_name:** This is a `label` associated with I95.



In essence, I95 is a point defined by a sequence of length measures (`i95_coordinates_1`, `i95_coordinates_2`, `i95_coordinates_3`) and is also the location of another object, `i94`. The `i95_name` provides a label for identification.",I95,18,"i95_coordinates_3 list_of_length_measure_has_next i95_coordinates_last.
i95_coordinates_1 list_of_length_measure_has_content i95_coordinates_1_value.
i95_name is a label.
i95 cartesian_point_has_coordinates i95_coordinates_1.
i95_coordinates_3 is a list_of_length_measure.
i95 representation_item_has_name i95_name.
i95_coordinates_3 list_of_length_measure_has_content i95_coordinates_3_value.
i95_coordinates_2_value is a length_measure.
i95_coordinates_2 is a list_of_length_measure.
i95_coordinates_3_value is a length_measure.
i95_coordinates_last is an emptylist_of_length_measure.
i95 is a cartesian_point.
i95_coordinates_1 is a list_of_length_measure.
i94 placement_has_location i95.
i95_coordinates_1 list_of_length_measure_has_next i95_coordinates_2.
i95_coordinates_2 list_of_length_measure_has_next i95_coordinates_3.
i95_coordinates_1_value is a length_measure.
i95_coordinates_2 list_of_length_measure_has_content i95_coordinates_2_value."
Расскажите всё о I96 и его отношениях в Attempto Controlled English.,"## Analysis of i96

**Object Type:** i96 is a `cartesian_point`.

**Properties and Values:**

*   **Name:** i96 has a name, represented by `i96_name`, which is a `label`. (The specific value of the label isn't provided).
*   **Coordinates:** i96 has coordinates represented by `i96_coordinates_1`, which is a `list_of_length_measure`.

**Relationships with Other Objects:**

*   **Coordinates Structure:** The coordinates `i96_coordinates_1` are structured as a linked list of `length_measure` values:
    *   `i96_coordinates_1` has content `i96_coordinates_1_value` (a `length_measure`).
    *   `i96_coordinates_1` has a next element `i96_coordinates_2` (a `list_of_length_measure`).
    *   `i96_coordinates_2` has content `i96_coordinates_2_value` (a `length_measure`).
    *   `i96_coordinates_2` has a next element `i96_coordinates_3` (a `list_of_length_measure`).
    *   `i96_coordinates_3` has content `i96_coordinates_3_value` (a `length_measure`).
    *   `i96_coordinates_3` has a next element `i96_coordinates_last` (an `emptylist_of_length_measure`), signifying the end of the list.

*   **Placement:** i96 is the location of something, as indicated by the relationship `i93 placement_has_location i96`.  This means some object (i93) is placed *at* the coordinates defined by i96.



**In summary:** i96 represents a point in a Cartesian coordinate system. Its location is defined by a sequence of length measurements organized as a linked list. Another object, i93, is placed at this location. The specific values of the coordinates and the name are not defined within these axioms, only their types and relationships.",I96,18,"i96_coordinates_last is an emptylist_of_length_measure.
i96_coordinates_1 list_of_length_measure_has_content i96_coordinates_1_value.
i96_name is a label.
i96_coordinates_2 is a list_of_length_measure.
i96 is a cartesian_point.
i96 representation_item_has_name i96_name.
i93 placement_has_location i96.
i96_coordinates_3 is a list_of_length_measure.
i96_coordinates_3_value is a length_measure.
i96_coordinates_1 is a list_of_length_measure.
i96_coordinates_3 list_of_length_measure_has_next i96_coordinates_last.
i96_coordinates_2 list_of_length_measure_has_next i96_coordinates_3.
i96_coordinates_2 list_of_length_measure_has_content i96_coordinates_2_value.
i96 cartesian_point_has_coordinates i96_coordinates_1.
i96_coordinates_1_value is a length_measure.
i96_coordinates_3 list_of_length_measure_has_content i96_coordinates_3_value.
i96_coordinates_2_value is a length_measure.
i96_coordinates_1 list_of_length_measure_has_next i96_coordinates_2."
Расскажите всё о I97 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of I97

**Object Type:** I97 is a **direction**.

**Properties and Values:**

*   **Name:** I97 has a name, which is `i97_name`, and `i97_name` is a **label**.
*   **Direction Ratios:** I97 *has* direction ratios represented by the list of real numbers `i97_direction_ratios_1`.

**Relationships with Other Objects:**

*   **Direction Ratios Lists:** I97 is related to three lists of real numbers representing its direction ratios:
    *   `i97_direction_ratios_1`: This is the primary list of direction ratios *for* I97.
    *   `i97_direction_ratios_2`: This list is *next* in sequence after `i97_direction_ratios_1`.
    *   `i97_direction_ratios_3`: This list is *next* in sequence after `i97_direction_ratios_2`.  `i97_direction_ratios_3` is the *last* list in the sequence.
*   **List Structure:** The lists of direction ratios are linked:
    *   `i97_direction_ratios_1` has `i97_direction_ratios_2` as its next element.
    *   `i97_direction_ratios_2` has `i97_direction_ratios_3` as its next element.
    *   `i97_direction_ratios_3` is the last element, represented by an empty list (`i97_direction_ratios_last`).
*   **List Content:** Each list has a real number as its content:
    *   `i97_direction_ratios_1` contains the real number `i97_direction_ratios_1_value`.
    *   `i97_direction_ratios_2` contains the real number `i97_direction_ratios_2_value`.
    *   `i97_direction_ratios_3` contains the real number `i97_direction_ratios_3_value`.
*   **Axis Placement:** I97 is a reference direction for `axis2_placement_3d` (specifically, `axis2_placement_3d_3`). This indicates that I97 defines the orientation of a 3D axis placement.

**In summary:** I97 represents a direction, defined by a sequence of real number lists (`i97_direction_ratios_1`, `i97_direction_ratios_2`, and `i97_direction_ratios_3`) containing real values. It also serves as a reference direction for a 3D axis placement. The lists are sequentially linked, ending with an empty list.",I97,18,"i97_direction_ratios_3 list_of_real_has_next i97_direction_ratios_last.
i97_direction_ratios_2 is a list_of_real.
i97 direction_has_direction_ratios i97_direction_ratios_1.
i97_direction_ratios_3_value is a real.
i97 representation_item_has_name i97_name.
i97_direction_ratios_3 list_of_real_has_content i97_direction_ratios_3_value.
i97 is a direction.
i97_direction_ratios_3 is a list_of_real.
i97_direction_ratios_2_value is a real.
i97_direction_ratios_last is an emptylist_of_real.
i97_direction_ratios_1 list_of_real_has_next i97_direction_ratios_2.
i97_name is a label.
i97_direction_ratios_1 is a list_of_real.
i97_direction_ratios_1 list_of_real_has_content i97_direction_ratios_1_value.
i97_direction_ratios_1_value is a real.
i97_direction_ratios_2 list_of_real_has_content i97_direction_ratios_2_value.
i97_direction_ratios_2 list_of_real_has_next i97_direction_ratios_3.
i94 axis2_placement_3d_has_ref_direction i97."
Расскажите всё о I98 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of i98

**Object Type:** i98 is a **direction**.

**Properties and Values:**

*   **Name:** i98 has a name, represented by the label `i98_name`.
*   **Direction Ratios:** i98 *has* direction ratios, specifically `i98_direction_ratios_1`.

**Relationships with Other Objects:**

*   **i98_direction_ratios_1:** This is a `list_of_real` that represents the direction ratios for i98.
    *   `i98_direction_ratios_1` *has content* `i98_direction_ratios_1_value` (a `real` number).
    *   `i98_direction_ratios_1` *has next* `i98_direction_ratios_2` (another `list_of_real`).
*   **i98_direction_ratios_2:** This is a `list_of_real` and is part of the sequence of direction ratios.
    *   `i98_direction_ratios_2` *has content* `i98_direction_ratios_2_value` (a `real` number).
    *   `i98_direction_ratios_2` *has next* `i98_direction_ratios_3` (another `list_of_real`).
*   **i98_direction_ratios_3:** This is a `list_of_real` and is the last in the sequence of direction ratios.
    *   `i98_direction_ratios_3` *has content* `i98_direction_ratios_3_value` (a `real` number).
    *   `i98_direction_ratios_3` *has next* `i98_direction_ratios_last` (an `emptylist_of_real`), indicating the end of the list.
*   **i94:** i98 is an *axis* of `i94` (an `axis2_placement_3d`). This indicates a spatial relationship where i98 defines an orientation within a 3D placement.
*   **i98_name:** This is a `label` associated with i98, providing a descriptive name for the direction.

**In summary:** i98 represents a direction that is characterized by a sequence of real numbers (`i98_direction_ratios_1`, `i98_direction_ratios_2`, and `i98_direction_ratios_3`) and is also used as an axis within a 3D placement (`i94`). It also has a name (`i98_name`) for identification.",I98,18,"i98_direction_ratios_1 is a list_of_real.
i98_name is a label.
i98 direction_has_direction_ratios i98_direction_ratios_1.
i98_direction_ratios_1 list_of_real_has_content i98_direction_ratios_1_value.
i98_direction_ratios_1_value is a real.
i98_direction_ratios_2 list_of_real_has_content i98_direction_ratios_2_value.
i98_direction_ratios_3 list_of_real_has_next i98_direction_ratios_last.
i98 is a direction.
i98_direction_ratios_last is an emptylist_of_real.
i98_direction_ratios_2_value is a real.
i98_direction_ratios_1 list_of_real_has_next i98_direction_ratios_2.
i94 axis2_placement_3d_has_axis i98.
i98_direction_ratios_3 list_of_real_has_content i98_direction_ratios_3_value.
i98_direction_ratios_2 list_of_real_has_next i98_direction_ratios_3.
i98_direction_ratios_3 is a list_of_real.
i98 representation_item_has_name i98_name.
i98_direction_ratios_2 is a list_of_real.
i98_direction_ratios_3_value is a real."
Расскажите всё о I99 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of I99

**Object Type:** I99 is a **direction**.

**Properties and Values:**

*   **direction_has_direction_ratios:** I99 has direction ratios represented by `i99_direction_ratios_1`.
*   **representation_item_has_name:** I99 has a name, `i99_name`, which is a label.
*   **ref_direction (through axis2_placement_3d_has_ref_direction):** I99 serves as the reference direction for `axis2_placement_3d`.

**Relationships with Other Objects:**

*   **i99_direction_ratios_1:** This is a `list_of_real` representing the direction ratios of I99. It contains the real value `i99_direction_ratios_1_value`.
*   **i99_direction_ratios_2:** This is a `list_of_real` and is the next element in the list after `i99_direction_ratios_1`. It contains the real value `i99_direction_ratios_2_value`.
*   **i99_direction_ratios_3:** This is a `list_of_real` and is the next element in the list after `i99_direction_ratios_2`. It contains the real value `i99_direction_ratios_3_value`.
*   **i99_direction_ratios_last:** This is an `emptylist_of_real` and is the final element in the list after `i99_direction_ratios_3`, signifying the end of the direction ratio list.
*   **i99_name:** This is a `label` that serves as the name or identifier for I99.
*   **axis2_placement_3d:** I99 is the reference direction for an object of type `axis2_placement_3d`.

**In summary:** I99 represents a direction, defined by a sequence of real numbers (its direction ratios) stored in a linked list (`i99_direction_ratios_1`, `i99_direction_ratios_2`, `i99_direction_ratios_3`, and `i99_direction_ratios_last`). It also has a name (`i99_name`) and is used as a reference direction by a 3D axis placement (`axis2_placement_3d`).",I99,18,"i99 direction_has_direction_ratios i99_direction_ratios_1.
i99_direction_ratios_1 list_of_real_has_content i99_direction_ratios_1_value.
i99_direction_ratios_1 is a list_of_real.
i99_direction_ratios_1 list_of_real_has_next i99_direction_ratios_2.
i99_direction_ratios_3_value is a real.
i99_direction_ratios_3 list_of_real_has_next i99_direction_ratios_last.
i99_name is a label.
i99_direction_ratios_2_value is a real.
i99_direction_ratios_2 list_of_real_has_next i99_direction_ratios_3.
i99_direction_ratios_2 is a list_of_real.
i99_direction_ratios_3 is a list_of_real.
i99_direction_ratios_1_value is a real.
i93 axis2_placement_3d_has_ref_direction i99.
i99 is a direction.
i99_direction_ratios_last is an emptylist_of_real.
i99_direction_ratios_3 list_of_real_has_content i99_direction_ratios_3_value.
i99_direction_ratios_2 list_of_real_has_content i99_direction_ratios_2_value.
i99 representation_item_has_name i99_name."
Расскажите всё о I100 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of i100

**Object Type:** i100 is a **direction**.

**Properties and Values:**

*   **Name:** i100 has a name, which is `i100_name` (a label).
*   **Direction Ratios:** i100 has direction ratios represented by a linked list of real numbers. This list begins with `i100_direction_ratios_1`.

**Relationships with Other Objects:**

*   **Direction Ratios List Structure:**
    *   `i100_direction_ratios_1` is a `list_of_real` and has content `i100_direction_ratios_1_value` (a real number).
    *   `i100_direction_ratios_1` is followed by `i100_direction_ratios_2` (another `list_of_real`).
    *   `i100_direction_ratios_2` has content `i100_direction_ratios_2_value` (a real number) and is followed by `i100_direction_ratios_3`.
    *   `i100_direction_ratios_3` is a `list_of_real` and has content `i100_direction_ratios_3_value` (a real number).
    *   `i100_direction_ratios_3` is followed by `i100_direction_ratios_last`, which is an `emptylist_of_real`, signifying the end of the list.
*   **Geometric Placement:** i100 is an axis of `i93`, which is an `axis2_placement_3d`.

**Summary:**

i100 represents a direction characterized by a sequence of real numbers defining its direction ratios. These ratios are stored in a linked list structure. Furthermore, i100 serves as an axis within a three-dimensional axis placement, denoted by i93. The direction also has a name, i100_name.",I100,18,"i100_direction_ratios_last is an emptylist_of_real.
i100_direction_ratios_1 list_of_real_has_content i100_direction_ratios_1_value.
i100_direction_ratios_3 list_of_real_has_next i100_direction_ratios_last.
i100_direction_ratios_3_value is a real.
i100 direction_has_direction_ratios i100_direction_ratios_1.
i100_direction_ratios_2 is a list_of_real.
i100_direction_ratios_2 list_of_real_has_next i100_direction_ratios_3.
i100 is a direction.
i100_direction_ratios_1 list_of_real_has_next i100_direction_ratios_2.
i100_name is a label.
i100_direction_ratios_3 list_of_real_has_content i100_direction_ratios_3_value.
i100 representation_item_has_name i100_name.
i100_direction_ratios_1 is a list_of_real.
i100_direction_ratios_3 is a list_of_real.
i93 axis2_placement_3d_has_axis i100.
i100_direction_ratios_2 list_of_real_has_content i100_direction_ratios_2_value.
i100_direction_ratios_1_value is a real.
i100_direction_ratios_2_value is a real."
Расскажите всё о I101 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of I101

Based on the provided ACE axioms, **I101 is a length measure with a unit.** Let's break down its properties and relationships:

**1. Type/Class:**

*   I101 is a `length_measure_with_unit`.

**2. Properties and Values:**

*   **Has Unit Component:** I101 *measures with* unit `i17`. This means `i17` represents the unit used in this measurement.
*   **Has Value Component:** I101 *has* value component `i101_value_component`. This indicates that `i101_value_component` represents the numerical value of the length measurement.
*   **Value Component Type:** `i101_value_component` is a `length_measure`. This clarifies that the value component itself is a length measurement, likely a numerical value.
*   **Conversion Factor (Indirectly):** I101 is related to a `conversion_factor` through `i101`. Specifically, `i101` *has* a conversion factor `i101`. This suggests that I101 might be part of a unit conversion system.

**3. Relationships with Other Objects:**

*   **i17 (Unit):** I101 is directly related to `i17` as its unit component.  I101 *is measured with* `i17`.
*   **i101_value_component (Value):** I101 is directly related to `i101_value_component` as its value component. I101 *has* `i101_value_component`.
*   **Conversion Factor (i101):** I101 is related to a conversion factor, also named `i101`, indicating a possible role in unit conversions. This suggests `i101` represents a factor used to convert between different length units.



In essence, I101 represents a specific length measurement that includes both a numerical value (`i101_value_component`) and a unit of measurement (`i17`), and potentially participates in unit conversions via its associated conversion factor (`i101`).",I101,5,"i101 measure_with_unit_has_unit_component i17.
i101 measure_with_unit_has_value_component i101_value_component.
i103 conversion_based_unit_has_conversion_factor i101.
i101_value_component is a length_measure.
i101 is a length_measure_with_unit."
Расскажите всё о I102 и его отношениях в Attempto Controlled English.,"## Description of I102

I102 is an instance of the class `dimensional_exponents`. This means it represents a set of exponents defining the dimensions of a physical quantity.

## Properties and Values

I102 possesses the following properties, each associated with a real number value:

*   **has\_length\_exponent:** i102\_length\_exponent (which is a real number)
*   **has\_mass\_exponent:** i102\_mass\_exponent (which is a real number)
*   **has\_amount\_of\_substance\_exponent:** i102\_amount\_of\_substance\_exponent (which is a real number)
*   **has\_electric\_current\_exponent:** i102\_electric\_current\_exponent (which is a real number)
*   **has\_luminous\_intensity\_exponent:** i102\_luminous\_intensity\_exponent (which is a real number)
*   **has\_time\_exponent:** i102\_time\_exponent (which is a real number)
*   **has\_thermodynamic\_temperature\_exponent:** i102\_thermodynamic\_temperature\_exponent (which is a real number)

## Relationships with Other Objects

I102 is directly related to seven other objects, each representing an exponent for a fundamental physical dimension:

1.  **i102\_length\_exponent:**  I102 *has* a length exponent, which is represented by this object.
2.  **i102\_mass\_exponent:** I102 *has* a mass exponent, represented by this object.
3.  **i102\_amount\_of\_substance\_exponent:** I102 *has* an amount of substance exponent, represented by this object.
4.  **i102\_electric\_current\_exponent:** I102 *has* an electric current exponent, represented by this object.
5.  **i102\_luminous\_intensity\_exponent:** I102 *has* a luminous intensity exponent, represented by this object.
6.  **i102\_time\_exponent:** I102 *has* a time exponent, represented by this object.
7.  **i102\_thermodynamic\_temperature\_exponent:** I102 *has* a thermodynamic temperature exponent, represented by this object.

All of these exponent objects (i102\_length\_exponent, etc.) are explicitly stated to be of type `real`. This indicates that the exponents can take on any real number value.



In essence, I102 encapsulates a complete set of dimensional exponents, defining how a physical quantity scales with respect to the seven base SI units (length, mass, time, electric current, thermodynamic temperature, amount of substance, and luminous intensity).",I102,15,"i102 dimensional_exponents_has_length_exponent i102_length_exponent.
i102 dimensional_exponents_has_mass_exponent i102_mass_exponent.
i102 dimensional_exponents_has_amount_of_substance_exponent i102_amount_of_substance_exponent.
i102_electric_current_exponent is a real.
i102 dimensional_exponents_has_luminous_intensity_exponent i102_luminous_intensity_exponent.
i102 dimensional_exponents_has_time_exponent i102_time_exponent.
i102_mass_exponent is a real.
i102 dimensional_exponents_has_electric_current_exponent i102_electric_current_exponent.
i102_luminous_intensity_exponent is a real.
i102_time_exponent is a real.
i102_length_exponent is a real.
i102_thermodynamic_temperature_exponent is a real.
i102_amount_of_substance_exponent is a real.
i102 dimensional_exponents_has_thermodynamic_temperature_exponent i102_thermodynamic_temperature_exponent.
i102 is a dimensional_exponents."
Расскажите всё о I103 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of I103

Here's a detailed description of I103, based on the provided ACE axioms, presented in clear English:

**1. What is I103?**

I103 is a **length unit**. More specifically, it is a **conversion-based unit** and a **named unit**. It also has a **label**.

**2. Properties and Values:**

*   **Name:** I103 has a name, which is ""i103\_name"". This name is a label.
*   **Conversion Factor:** I103 has a conversion factor, which is ""i101"".
*   **Unit Status:** I103 is a member of a set of units, designated as ""i105\_units"".

**3. Relationships with Other Objects:**

*   **i103\_name:**  I103 *has as name* the label ""i103\_name"". This establishes a naming relationship.
*   **i101:** I103 *has as conversion factor* ""i101"". This indicates that I103's value is determined in relation to i101.
*   **i104:** I103 is used *as the unit component* in a measurement represented by ""i104"". This means i104 is a measurement *of* something *in terms of* I103.
*   **i105\_units:** I103 is *contained within* the set of units ""i105\_units"". This suggests i105\_units is a collection to which I103 belongs.



In summary, I103 represents a specific unit of length that is defined by a conversion factor (i101) and has a designated name (i103\_name). It is used in measurements (i104) and is part of a larger set of units (i105\_units).",I103,8,"i103_name is a label.
i103 conversion_based_unit_has_conversion_factor i101.
i103 is a length_unit.
i103 is a conversion_based_unit.
i103 conversion_based_unit_has_name i103_name.
i104 measure_with_unit_has_unit_component i103.
i105_units set_of_unit_has_content i103.
i103 is a named_unit."
Расскажите всё о I104 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of i104

**Object:** i104

**Type/Class:** `uncertainty_measure_with_unit`

**Properties and Values:**

*   **Value Component:** `i104_value_component` (which is a `length_measure`)
*   **Unit Component:** `i103`
*   **Description:** `i104_description` (which is a `text`)
*   **Name:** `i104_name` (which is a `label`)

**Relationships with Other Objects:**

*   **Part of Uncertainty Set:** i104 is a member of the set `i105_uncertainty` through the relation `set_of_uncertainty_measure_with_unit_has_content`. This means `i105_uncertainty` *contains* i104 as an uncertainty measure.
*   **Has Value Component:** i104 *has* `i104_value_component` as its value component, indicating the magnitude of the uncertainty. This value is a `length_measure`.
*   **Has Unit Component:** i104 *has* `i103` as its unit component, specifying the unit in which the uncertainty is measured.
*   **Has Description:** i104 *has* `i104_description` as a textual description, providing further information about the uncertainty measure.
*   **Has Name:** i104 *has* `i104_name` as a label, providing a name or identifier for the uncertainty measure.



In essence, i104 represents a specific uncertainty measurement that includes a numerical value (a length measure), a unit of measurement, a descriptive text, and a name, and is part of a larger set of uncertainty measures represented by i105_uncertainty.",I104,9,"i104 is an uncertainty_measure_with_unit.
i104_value_component is a length_measure.
i105_uncertainty set_of_uncertainty_measure_with_unit_has_content i104.
i104 measure_with_unit_has_unit_component i103.
i104 measure_with_unit_has_value_component i104_value_component.
i104_description is a text.
i104_name is a label.
i104 uncertainty_measure_with_unit_has_description i104_description.
i104 uncertainty_measure_with_unit_has_name i104_name."
Расскажите всё о I105 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of i105

**Object Type:** i105 is a `representation_context`. More specifically, it is a `global_unit_assigned_context` and a `global_uncertainty_assigned_context`, and a `geometric_representation_context`.

**Properties and Values:**

*   **Context Type:** i105 has a context type of `i105_context_type`, which is a `text`.
*   **Context Identifier:** i105 has a context identifier of `i105_context_identifier`, which is an `identifier`.
*   **Units:** i105 is associated with a set of units, `i105_units`, which is a `set_of_unit`. This set contains units `i18`, `i20`, and `i103`.
*   **Uncertainty:** i105 is associated with a set of uncertainty measures, `i105_uncertainty`, which is a `set_of_uncertainty_measure_with_unit`. This set contains the uncertainty measure `i104`.
*   **Coordinate Space Dimension:** i105 has a coordinate space dimension of `i105_coordinate_space_dimension`, which is an integer with a value of 3.

**Relationships with Other Objects:**

*   **i105_context_type:** i105 *has* a context type of `i105_context_type`.
*   **i105_units:** i105 *has* units represented by `i105_units`.  `i105_units` *contains* units `i18`, `i20`, and `i103`.
*   **i105_uncertainty:** i105 *has* uncertainty represented by `i105_uncertainty`. `i105_uncertainty` *contains* the uncertainty measure `i104`.
*   **i105_coordinate_space_dimension:** i105 *has* a coordinate space dimension of `i105_coordinate_space_dimension`.
*   **i66:** i66 *has* i105 as the context for its items.



In essence, i105 defines a 3-dimensional geometric representation context with assigned units and associated uncertainty measures. It is identified by `i105_context_identifier` and described by `i105_context_type`. It serves as the context for items represented by i66.",I105,20,"i105_context_type is a text.
i105_uncertainty is a set_of_uncertainty_measure_with_unit.
i105 is a representation_context.
i105 global_unit_assigned_context_has_units i105_units.
i105_coordinate_space_dimension is a dimension_count.
i105 representation_context_has_context_type i105_context_type.
i66 representation_has_context_of_items i105.
i105_units is a set_of_unit.
i105_uncertainty set_of_uncertainty_measure_with_unit_has_content i104.
i105_context_identifier is an identifier.
i105_units set_of_unit_has_content i18.
i105 is a global_unit_assigned_context.
i105 is a geometric_representation_context.
i105 global_uncertainty_assigned_context_has_uncertainty i105_uncertainty.
i105 geometric_representation_context_has_coordinate_space_dimension i105_coordinate_space_dimension.
i105_units set_of_unit_has_content i20.
i105 is a global_uncertainty_assigned_context.
i105_units set_of_unit_has_content i103.
i105 representation_context_has_context_identifier i105_context_identifier.
i105_coordinate_space_dimension to_integer 3."
Расскажите всё о I106 и его отношениях в Attempto Controlled English.,"## Comprehensive Description of I106

Based on the provided ACE axioms, **I106 is a shape representation**. It represents a specific way of depicting or defining shapes. Let's break down its properties and relationships:

**1. Properties and Values:**

*   **Has Name:** I106 has a name, referred to as `i106_name`. This name is specifically a `label`.
*   **Has Items:** I106 contains items, collectively represented by `i106_items`. These items are part of a `set_of_representation_item`.
*   **Items' Content:** The `i106_items` (set of representation items) *have content* denoted by `i134`.
*   **Has Context of Items:** I106 defines the context for its items, indicated by `i145`.

**2. Relationships with Other Objects:**

*   **Used Representation:** I106 is used as a representation in the definitions of properties `i122` and `i107`. This suggests it's a foundational representation referenced by other definitions.
*   **Representation Relationship:** I106 is involved in a representation relationship, specifically as `rep_1` in relationship `i131`. This implies it's connected to at least one other representation through this relationship, though the details of that relationship aren't fully specified in these axioms.
*   **Set of Representation Items:** `i106_items` is a `set_of_representation_item`, meaning it's a collection of individual items that contribute to the overall representation I106.



**In summary:** I106 is a fundamental shape representation characterized by its name (`i106_name`), its constituent items (`i106_items` with content `i134`), and its contextual definition (`i145`). It serves as a base representation used in defining other properties and participates in at least one representation relationship (`i131`).",I106,10,"i106 representation_has_name i106_name.
i122 property_definition_representation_has_used_representation i106.
i106 representation_has_items i106_items.
i106_items set_of_representation_item_has_content i134.
i106 is a shape_representation.
i106_name is a label.
i106 representation_has_context_of_items i145.
i131 representation_relationship_has_rep_1 i106.
i107 property_definition_representation_has_used_representation i106.
i106_items is a set_of_representation_item."
Расскажите всё о I107 и его отношениях в Attempto Controlled English.,"**

## Comprehensive Description of i107

**Object Type:** i107 is a `shape_definition_representation`. This means it represents a definition of a shape, likely within a knowledge base or a system for representing geometric information.

**Properties and Values:**

*   **`property_definition_representation_has_definition`**:  i107 *has definition* i111. This indicates that i107 is linked to another object, i111, which *defines* the shape.  i111 likely contains the actual description of the shape's characteristics (e.g., dimensions, angles, curves).
*   **`property_definition_representation_has_used_representation`**: i107 *has used representation* i106. This means i107 utilizes or refers to another object, i106, which provides a specific representation of the shape. This could be a visual representation, a mathematical formula, or another form of encoding.

**Relationships with Other Objects:**

*   **i111 (Definition):** i107 is directly related to i111 through the `property_definition_representation_has_definition` property. i111 *defines* what i107 represents.
*   **i106 (Used Representation):** i107 is directly related to i106 through the `property_definition_representation_has_used_representation` property. i106 *is used by* i107 to represent the shape.

**In summary:** i107 serves as a representation of a shape definition. It links to a separate object (i111) that *defines* the shape's properties and another object (i106) that provides a specific *representation* of that shape. This structure suggests a modular approach to knowledge representation, separating the definition of a shape from its concrete representation.",I107,3,"i107 is a shape_definition_representation.
i107 property_definition_representation_has_definition i111.
i107 property_definition_representation_has_used_representation i106."
